Absorbance,Wavenumber
4.811525e+002,6.746098e-002
4.816346e+002,6.776498e-002
4.821168e+002,6.805268e-002
4.825989e+002,6.837656e-002
4.830810e+002,6.878041e-002
4.835631e+002,6.927961e-002
4.840452e+002,6.985644e-002
4.845273e+002,7.046602e-002
4.850095e+002,7.105831e-002
4.854916e+002,7.159381e-002
4.859737e+002,7.205778e-002
4.864558e+002,7.245445e-002
4.869379e+002,7.279727e-002
4.874200e+002,7.309604e-002
4.879022e+002,7.335202e-002
4.883843e+002,7.356083e-002
4.888664e+002,7.371907e-002
4.893485e+002,7.382902e-002
4.898306e+002,7.389850e-002
4.903127e+002,7.393350e-002
4.907949e+002,7.393221e-002
4.912770e+002,7.388040e-002
4.917591e+002,7.375782e-002
4.922412e+002,7.354940e-002
4.927233e+002,7.325843e-002
4.932054e+002,7.291099e-002
4.936876e+002,7.255003e-002
4.941697e+002,7.221708e-002
4.946518e+002,7.194100e-002
4.951339e+002,7.173087e-002
4.956160e+002,7.157753e-002
4.960981e+002,7.146505e-002
4.965803e+002,7.138104e-002
4.970624e+002,7.132325e-002
4.975445e+002,7.129740e-002
4.980266e+002,7.130798e-002
4.985087e+002,7.134835e-002
4.989908e+002,7.139628e-002
4.994730e+002,7.141893e-002
4.999551e+002,7.138428e-002
5.004372e+002,7.127413e-002
5.009193e+002,7.109659e-002
5.014014e+002,7.088558e-002
5.018835e+002,7.069160e-002
5.023657e+002,7.055742e-002
5.028478e+002,7.050608e-002
5.033299e+002,7.053488e-002
5.038120e+002,7.062649e-002
5.042941e+002,7.076249e-002
5.047762e+002,7.093431e-002
5.052584e+002,7.114273e-002
5.057405e+002,7.138889e-002
5.062226e+002,7.166482e-002
5.067047e+002,7.194702e-002
5.071868e+002,7.220029e-002
5.076689e+002,7.239319e-002
5.081511e+002,7.251170e-002
5.086332e+002,7.256679e-002
5.091153e+002,7.258797e-002
5.095974e+002,7.261319e-002
5.100795e+002,7.267265e-002
5.105616e+002,7.277822e-002
5.110438e+002,7.292682e-002
5.115259e+002,7.310604e-002
5.120080e+002,7.330535e-002
5.124901e+002,7.352338e-002
5.129722e+002,7.376701e-002
5.134543e+002,7.404421e-002
5.139365e+002,7.435592e-002
5.144186e+002,7.469159e-002
5.149007e+002,7.503057e-002
5.153828e+002,7.535288e-002
5.158649e+002,7.565004e-002
5.163470e+002,7.593128e-002
5.168292e+002,7.622026e-002
5.173113e+002,7.654223e-002
5.177934e+002,7.691304e-002
5.182755e+002,7.733109e-002
5.187576e+002,7.778168e-002
5.192397e+002,7.825075e-002
5.197219e+002,7.873602e-002
5.202040e+002,7.925157e-002
5.206861e+002,7.982078e-002
5.211682e+002,8.046195e-002
5.216503e+002,8.117875e-002
5.221324e+002,8.195676e-002
5.226146e+002,8.277213e-002
5.230967e+002,8.360144e-002
5.235788e+002,8.443636e-002
5.240609e+002,8.528580e-002
5.245430e+002,8.617014e-002
5.250251e+002,8.710505e-002
5.255073e+002,8.808739e-002
5.259894e+002,8.908932e-002
5.264715e+002,9.007253e-002
5.269536e+002,9.100775e-002
5.274357e+002,9.189484e-002
5.279178e+002,9.276368e-002
5.284000e+002,9.366254e-002
5.288821e+002,9.463599e-002
5.293642e+002,9.570639e-002
5.298463e+002,9.686682e-002
5.303284e+002,9.808770e-002
5.308105e+002,9.933577e-002
5.312927e+002,1.005890e-001
5.317748e+002,1.018491e-001
5.322569e+002,1.031362e-001
5.327390e+002,1.044727e-001
5.332211e+002,1.058646e-001
5.337032e+002,1.072942e-001
5.341854e+002,1.087248e-001
5.346675e+002,1.101210e-001
5.351496e+002,1.114650e-001
5.356317e+002,1.127679e-001
5.361138e+002,1.140616e-001
5.365959e+002,1.153859e-001
5.370781e+002,1.167666e-001
5.375602e+002,1.182078e-001
5.380423e+002,1.196982e-001
5.385244e+002,1.212254e-001
5.390065e+002,1.227909e-001
5.394886e+002,1.244147e-001
5.399708e+002,1.261247e-001
5.404529e+002,1.279423e-001
5.409350e+002,1.298650e-001
5.414171e+002,1.318668e-001
5.418992e+002,1.339076e-001
5.423813e+002,1.359577e-001
5.428635e+002,1.380163e-001
5.433456e+002,1.401146e-001
5.438277e+002,1.423014e-001
5.443098e+002,1.446164e-001
5.447919e+002,1.470665e-001
5.452740e+002,1.496160e-001
5.457562e+002,1.521935e-001
5.462383e+002,1.547179e-001
5.467204e+002,1.571301e-001
5.472025e+002,1.594031e-001
5.476846e+002,1.615382e-001
5.481667e+002,1.635440e-001
5.486489e+002,1.654180e-001
5.491310e+002,1.671382e-001
5.496131e+002,1.686725e-001
5.500952e+002,1.699910e-001
5.505773e+002,1.710809e-001
5.510594e+002,1.719429e-001
5.515416e+002,1.725789e-001
5.520237e+002,1.729766e-001
5.525058e+002,1.731017e-001
5.529879e+002,1.729066e-001
5.534700e+002,1.723551e-001
5.539521e+002,1.714381e-001
5.544343e+002,1.701852e-001
5.549164e+002,1.686511e-001
5.553985e+002,1.668978e-001
5.558806e+002,1.649676e-001
5.563627e+002,1.628762e-001
5.568448e+002,1.606202e-001
5.573270e+002,1.581957e-001
5.578091e+002,1.556160e-001
5.582912e+002,1.529192e-001
5.587733e+002,1.501555e-001
5.592554e+002,1.473747e-001
5.597375e+002,1.446068e-001
5.602197e+002,1.418533e-001
5.607018e+002,1.390897e-001
5.611839e+002,1.362734e-001
5.616660e+002,1.333567e-001
5.621481e+002,1.302864e-001
5.626302e+002,1.270098e-001
5.631124e+002,1.234763e-001
5.635945e+002,1.196381e-001
5.640766e+002,1.154662e-001
5.645587e+002,1.109590e-001
5.650408e+002,1.061543e-001
5.655229e+002,1.011222e-001
5.660051e+002,9.596217e-002
5.664872e+002,9.078848e-002
5.669693e+002,8.570940e-002
5.674514e+002,8.083341e-002
5.679335e+002,7.626118e-002
5.684156e+002,7.208203e-002
5.688978e+002,6.838226e-002
5.693799e+002,6.523236e-002
5.698620e+002,6.268173e-002
5.703441e+002,6.075600e-002
5.708262e+002,5.944690e-002
5.713083e+002,5.871278e-002
5.717905e+002,5.847753e-002
5.722726e+002,5.864554e-002
5.727547e+002,5.910322e-002
5.732368e+002,5.973610e-002
5.737189e+002,6.044533e-002
5.742010e+002,6.114005e-002
5.746832e+002,6.174748e-002
5.751653e+002,6.221280e-002
5.756474e+002,6.249639e-002
5.761295e+002,6.258153e-002
5.766116e+002,6.247393e-002
5.770938e+002,6.219728e-002
5.775759e+002,6.178204e-002
5.780580e+002,6.125579e-002
5.785401e+002,6.063635e-002
5.790222e+002,5.993134e-002
5.795043e+002,5.914620e-002
5.799865e+002,5.829389e-002
5.804686e+002,5.739991e-002
5.809507e+002,5.650543e-002
5.814328e+002,5.565602e-002
5.819149e+002,5.489030e-002
5.823970e+002,5.423227e-002
5.828792e+002,5.368493e-002
5.833613e+002,5.323491e-002
5.838434e+002,5.285617e-002
5.843255e+002,5.252123e-002
5.848076e+002,5.220477e-002
5.852897e+002,5.188738e-002
5.857719e+002,5.155773e-002
5.862540e+002,5.120812e-002
5.867361e+002,5.083317e-002
5.872182e+002,5.042954e-002
5.877003e+002,4.999555e-002
5.881824e+002,4.953339e-002
5.886646e+002,4.904880e-002
5.891467e+002,4.855208e-002
5.896288e+002,4.805492e-002
5.901109e+002,4.756891e-002
5.905930e+002,4.710482e-002
5.910751e+002,4.666982e-002
5.915573e+002,4.626828e-002
5.920394e+002,4.590113e-002
5.925215e+002,4.556690e-002
5.930036e+002,4.526216e-002
5.934857e+002,4.498317e-002
5.939678e+002,4.472813e-002
5.944500e+002,4.449791e-002
5.949321e+002,4.429679e-002
5.954142e+002,4.413027e-002
5.958963e+002,4.400335e-002
5.963784e+002,4.391573e-002
5.968605e+002,4.386045e-002
5.973427e+002,4.382357e-002
5.978248e+002,4.378824e-002
5.983069e+002,4.373771e-002
5.987890e+002,4.366109e-002
5.992711e+002,4.355650e-002
5.997532e+002,4.343062e-002
6.002354e+002,4.329577e-002
6.007175e+002,4.316305e-002
6.011996e+002,4.303974e-002
6.016817e+002,4.292586e-002
6.021638e+002,4.281674e-002
6.026459e+002,4.270628e-002
6.031281e+002,4.259096e-002
6.036102e+002,4.247153e-002
6.040923e+002,4.235196e-002
6.045744e+002,4.223735e-002
6.050565e+002,4.213080e-002
6.055386e+002,4.203319e-002
6.060208e+002,4.194392e-002
6.065029e+002,4.186356e-002
6.069850e+002,4.179541e-002
6.074671e+002,4.174529e-002
6.079492e+002,4.171881e-002
6.084313e+002,4.171746e-002
6.089135e+002,4.173693e-002
6.093956e+002,4.176623e-002
6.098777e+002,4.179224e-002
6.103598e+002,4.180431e-002
6.108419e+002,4.179756e-002
6.113240e+002,4.177491e-002
6.118062e+002,4.174474e-002
6.122883e+002,4.171738e-002
6.127704e+002,4.169918e-002
6.132525e+002,4.169295e-002
6.137346e+002,4.169783e-002
6.142167e+002,4.171177e-002
6.146989e+002,4.173398e-002
6.151810e+002,4.176550e-002
6.156631e+002,4.180679e-002
6.161452e+002,4.185583e-002
6.166273e+002,4.190673e-002
6.171094e+002,4.195220e-002
6.175916e+002,4.198833e-002
6.180737e+002,4.201873e-002
6.185558e+002,4.205618e-002
6.190379e+002,4.211832e-002
6.195200e+002,4.221997e-002
6.200021e+002,4.236675e-002
6.204843e+002,4.255061e-002
6.209664e+002,4.275337e-002
6.214485e+002,4.295443e-002
6.219306e+002,4.314252e-002
6.224127e+002,4.332253e-002
6.228948e+002,4.351569e-002
6.233770e+002,4.374928e-002
6.238591e+002,4.404603e-002
6.243412e+002,4.441047e-002
6.248233e+002,4.482625e-002
6.253054e+002,4.525988e-002
6.257875e+002,4.567636e-002
6.262697e+002,4.605540e-002
6.267518e+002,4.639848e-002
6.272339e+002,4.672837e-002
6.277160e+002,4.707712e-002
6.281981e+002,4.747143e-002
6.286802e+002,4.791941e-002
6.291624e+002,4.840678e-002
6.296445e+002,4.890148e-002
6.301266e+002,4.936828e-002
6.306087e+002,4.977634e-002
6.310908e+002,5.010933e-002
6.315729e+002,5.036468e-002
6.320551e+002,5.054775e-002
6.325372e+002,5.066420e-002
6.330193e+002,5.071566e-002
6.335014e+002,5.069980e-002
6.339835e+002,5.061278e-002
6.344656e+002,5.045392e-002
6.349478e+002,5.022674e-002
6.354299e+002,4.993718e-002
6.359120e+002,4.959222e-002
6.363941e+002,4.919739e-002
6.368762e+002,4.875736e-002
6.373583e+002,4.828075e-002
6.378405e+002,4.778272e-002
6.383226e+002,4.728460e-002
6.388047e+002,4.681358e-002
6.392868e+002,4.639336e-002
6.397689e+002,4.603734e-002
6.402510e+002,4.574604e-002
6.407332e+002,4.550692e-002
6.412153e+002,4.530169e-002
6.416974e+002,4.511362e-002
6.421795e+002,4.493606e-002
6.426616e+002,4.477360e-002
6.431437e+002,4.463933e-002
6.436259e+002,4.454721e-002
6.441080e+002,4.450749e-002
6.445901e+002,4.452162e-002
6.450722e+002,4.458396e-002
6.455543e+002,4.468373e-002
6.460364e+002,4.481037e-002
6.465186e+002,4.495484e-002
6.470007e+002,4.510862e-002
6.474828e+002,4.526338e-002
6.479649e+002,4.541038e-002
6.484470e+002,4.554188e-002
6.489291e+002,4.565512e-002
6.494113e+002,4.575469e-002
6.498934e+002,4.585201e-002
6.503755e+002,4.595987e-002
6.508576e+002,4.608792e-002
6.513397e+002,4.623650e-002
6.518218e+002,4.639579e-002
6.523040e+002,4.654938e-002
6.527861e+002,4.668259e-002
6.532682e+002,4.678878e-002
6.537503e+002,4.687241e-002
6.542324e+002,4.694657e-002
6.547145e+002,4.702646e-002
6.551967e+002,4.712281e-002
6.556788e+002,4.723790e-002
6.561609e+002,4.736592e-002
6.566431e+002,4.749867e-002
6.571251e+002,4.762984e-002
6.576073e+002,4.775927e-002
6.580894e+002,4.788963e-002
6.585715e+002,4.802380e-002
6.590536e+002,4.816012e-002
6.595358e+002,4.829238e-002
6.600178e+002,4.841304e-002
6.605000e+002,4.851769e-002
6.609821e+002,4.860922e-002
6.614642e+002,4.869669e-002
6.619463e+002,4.878984e-002
6.624285e+002,4.889236e-002
6.629105e+002,4.899913e-002
6.633927e+002,4.909873e-002
6.638748e+002,4.918259e-002
6.643569e+002,4.925436e-002
6.648390e+002,4.933706e-002
6.653212e+002,4.947409e-002
6.658032e+002,4.972878e-002
6.662854e+002,5.016901e-002
6.667675e+002,5.083913e-002
6.672496e+002,5.170319e-002
6.677317e+002,5.260873e-002
6.682139e+002,5.332046e-002
6.686959e+002,5.367155e-002
6.691781e+002,5.366705e-002
6.696602e+002,5.343473e-002
6.701423e+002,5.311918e-002
6.706244e+002,5.281920e-002
6.711066e+002,5.259160e-002
6.715886e+002,5.245695e-002
6.720708e+002,5.241500e-002
6.725529e+002,5.245714e-002
6.730350e+002,5.257104e-002
6.735171e+002,5.274631e-002
6.739993e+002,5.297239e-002
6.744813e+002,5.323898e-002
6.749635e+002,5.353056e-002
6.754456e+002,5.382653e-002
6.759277e+002,5.410552e-002
6.764098e+002,5.434931e-002
6.768920e+002,5.455029e-002
6.773740e+002,5.471235e-002
6.778562e+002,5.484933e-002
6.783383e+002,5.497826e-002
6.788204e+002,5.511291e-002
6.793025e+002,5.526325e-002
6.797847e+002,5.543420e-002
6.802667e+002,5.562898e-002
6.807489e+002,5.585090e-002
6.812310e+002,5.610280e-002
6.817131e+002,5.638495e-002
6.821952e+002,5.669133e-002
6.826774e+002,5.701074e-002
6.831594e+002,5.732754e-002
6.836416e+002,5.762865e-002
6.841237e+002,5.790861e-002
6.846058e+002,5.817193e-002
6.850879e+002,5.843136e-002
6.855701e+002,5.870197e-002
6.860521e+002,5.899542e-002
6.865343e+002,5.931588e-002
6.870164e+002,5.966113e-002
6.874985e+002,6.002568e-002
6.879806e+002,6.040641e-002
6.884628e+002,6.080493e-002
6.889448e+002,6.122641e-002
6.894270e+002,6.167506e-002
6.899091e+002,6.215106e-002
6.903912e+002,6.264866e-002
6.908733e+002,6.315921e-002
6.913555e+002,6.367570e-002
6.918375e+002,6.419791e-002
6.923197e+002,6.473306e-002
6.928018e+002,6.529332e-002
6.932839e+002,6.588843e-002
6.937660e+002,6.652073e-002
6.942482e+002,6.718389e-002
6.947302e+002,6.786542e-002
6.952124e+002,6.855345e-002
6.956945e+002,6.924354e-002
6.961766e+002,6.994085e-002
6.966587e+002,7.065916e-002
6.971409e+002,7.141393e-002
6.976229e+002,7.221539e-002
6.981051e+002,7.306667e-002
6.985872e+002,7.396402e-002
6.990693e+002,7.490122e-002
6.995514e+002,7.587402e-002
7.000336e+002,7.688097e-002
7.005156e+002,7.791971e-002
7.009978e+002,7.898100e-002
7.014799e+002,8.004574e-002
7.019620e+002,8.108242e-002
7.024441e+002,8.205437e-002
7.029263e+002,8.293004e-002
7.034083e+002,8.368757e-002
7.038905e+002,8.431931e-002
7.043726e+002,8.482635e-002
7.048547e+002,8.521015e-002
7.053368e+002,8.546604e-002
7.058190e+002,8.558255e-002
7.063010e+002,8.554672e-002
7.067832e+002,8.535423e-002
7.072653e+002,8.501495e-002
7.077474e+002,8.455325e-002
7.082295e+002,8.400013e-002
7.087117e+002,8.338656e-002
7.091937e+002,8.273372e-002
7.096759e+002,8.205353e-002
7.101580e+002,8.135258e-002
7.106401e+002,8.063889e-002
7.111222e+002,7.992500e-002
7.116044e+002,7.922799e-002
7.120864e+002,7.856240e-002
7.125686e+002,7.793473e-002
7.130507e+002,7.733996e-002
7.135328e+002,7.676407e-002
7.140149e+002,7.619092e-002
7.144971e+002,7.561076e-002
7.149791e+002,7.502566e-002
7.154613e+002,7.445055e-002
7.159434e+002,7.390714e-002
7.164255e+002,7.341700e-002
7.169076e+002,7.299893e-002
7.173898e+002,7.266572e-002
7.178718e+002,7.242776e-002
7.183540e+002,7.229589e-002
7.188361e+002,7.228078e-002
7.193182e+002,7.239061e-002
7.198003e+002,7.262553e-002
7.202825e+002,7.297362e-002
7.207645e+002,7.340942e-002
7.212467e+002,7.390039e-002
7.217288e+002,7.441641e-002
7.222109e+002,7.493516e-002
7.226930e+002,7.544713e-002
7.231752e+002,7.595252e-002
7.236572e+002,7.645304e-002
7.241394e+002,7.694481e-002
7.246215e+002,7.741491e-002
7.251036e+002,7.784157e-002
7.255857e+002,7.820477e-002
7.260679e+002,7.849141e-002
7.265499e+002,7.870206e-002
7.270321e+002,7.884908e-002
7.275142e+002,7.895199e-002
7.279963e+002,7.902878e-002
7.284784e+002,7.908984e-002
7.289606e+002,7.913754e-002
7.294426e+002,7.916815e-002
7.299248e+002,7.917487e-002
7.304069e+002,7.915070e-002
7.308890e+002,7.908900e-002
7.313711e+002,7.898116e-002
7.318533e+002,7.881618e-002
7.323353e+002,7.858472e-002
7.328175e+002,7.828186e-002
7.332996e+002,7.791574e-002
7.337817e+002,7.750763e-002
7.342638e+002,7.709325e-002
7.347460e+002,7.671307e-002
7.352280e+002,7.640254e-002
7.357102e+002,7.618812e-002
7.361923e+002,7.608191e-002
7.366744e+002,7.608511e-002
7.371565e+002,7.619400e-002
7.376387e+002,7.640456e-002
7.381207e+002,7.671548e-002
7.386029e+002,7.712669e-002
7.390850e+002,7.763602e-002
7.395671e+002,7.823683e-002
7.400492e+002,7.891698e-002
7.405314e+002,7.966348e-002
7.410134e+002,8.046541e-002
7.414956e+002,8.131782e-002
7.419777e+002,8.222099e-002
7.424598e+002,8.317707e-002
7.429419e+002,8.418394e-002
7.434241e+002,8.523366e-002
7.439061e+002,8.631139e-002
7.443883e+002,8.740407e-002
7.448704e+002,8.850561e-002
7.453525e+002,8.962217e-002
7.458346e+002,9.076864e-002
7.463168e+002,9.196330e-002
7.467988e+002,9.321641e-002
7.472810e+002,9.452356e-002
7.477631e+002,9.586564e-002
7.482452e+002,9.721578e-002
7.487273e+002,9.855118e-002
7.492095e+002,9.985991e-002
7.496915e+002,1.011447e-001
7.501737e+002,1.024166e-001
7.506558e+002,1.036856e-001
7.511379e+002,1.049519e-001
7.516200e+002,1.062032e-001
7.521022e+002,1.074189e-001
7.525842e+002,1.085805e-001
7.530664e+002,1.096773e-001
7.535485e+002,1.107095e-001
7.540306e+002,1.116824e-001
7.545127e+002,1.125988e-001
7.549949e+002,1.134530e-001
7.554769e+002,1.142309e-001
7.559591e+002,1.149159e-001
7.564412e+002,1.154995e-001
7.569233e+002,1.159851e-001
7.574054e+002,1.163878e-001
7.578876e+002,1.167249e-001
7.583696e+002,1.170071e-001
7.588518e+002,1.172333e-001
7.593339e+002,1.173933e-001
7.598160e+002,1.174761e-001
7.602981e+002,1.174820e-001
7.607803e+002,1.174269e-001
7.612623e+002,1.173410e-001
7.617445e+002,1.172561e-001
7.622266e+002,1.171953e-001
7.627087e+002,1.171646e-001
7.631908e+002,1.171536e-001
7.636730e+002,1.171432e-001
7.641550e+002,1.171146e-001
7.646372e+002,1.170567e-001
7.651193e+002,1.169647e-001
7.656014e+002,1.168327e-001
7.660835e+002,1.166475e-001
7.665657e+002,1.163823e-001
7.670477e+002,1.160029e-001
7.675299e+002,1.154773e-001
7.680120e+002,1.147837e-001
7.684941e+002,1.139177e-001
7.689762e+002,1.128885e-001
7.694584e+002,1.117101e-001
7.699404e+002,1.103920e-001
7.704226e+002,1.089351e-001
7.709047e+002,1.073355e-001
7.713868e+002,1.055929e-001
7.718689e+002,1.037184e-001
7.723511e+002,1.017384e-001
7.728331e+002,9.968881e-002
7.733153e+002,9.761145e-002
7.737974e+002,9.554274e-002
7.742795e+002,9.350882e-002
7.747616e+002,9.153040e-002
7.752438e+002,8.962192e-002
7.757258e+002,8.779641e-002
7.762080e+002,8.606648e-002
7.766901e+002,8.444095e-002
7.771722e+002,8.292338e-002
7.776543e+002,8.151074e-002
7.781365e+002,8.019700e-002
7.786185e+002,7.897691e-002
7.791007e+002,7.785133e-002
7.795828e+002,7.682762e-002
7.800649e+002,7.591727e-002
7.805470e+002,7.512873e-002
7.810292e+002,7.446151e-002
7.815112e+002,7.390337e-002
7.819934e+002,7.343399e-002
7.824755e+002,7.303057e-002
7.829576e+002,7.267582e-002
7.834397e+002,7.236442e-002
7.839219e+002,7.210174e-002
7.844039e+002,7.189943e-002
7.848861e+002,7.176675e-002
7.853682e+002,7.170577e-002
7.858503e+002,7.170847e-002
7.863324e+002,7.176108e-002
7.868146e+002,7.184809e-002
7.872966e+002,7.195886e-002
7.877788e+002,7.208907e-002
7.882609e+002,7.223817e-002
7.887430e+002,7.240520e-002
7.892251e+002,7.258496e-002
7.897073e+002,7.276757e-002
7.901893e+002,7.294320e-002
7.906715e+002,7.310663e-002
7.911536e+002,7.326274e-002
7.916357e+002,7.342673e-002
7.921178e+002,7.362182e-002
7.926000e+002,7.387242e-002
7.930820e+002,7.419741e-002
7.935642e+002,7.460962e-002
7.940463e+002,7.511526e-002
7.945284e+002,7.571744e-002
7.950105e+002,7.642001e-002
7.954927e+002,7.722844e-002
7.959747e+002,7.814872e-002
7.964569e+002,7.918525e-002
7.969390e+002,8.033910e-002
7.974211e+002,8.160961e-002
7.979032e+002,8.299717e-002
7.983854e+002,8.450808e-002
7.988674e+002,8.615620e-002
7.993496e+002,8.796026e-002
7.998317e+002,8.993703e-002
8.003138e+002,9.209427e-002
8.007959e+002,9.442504e-002
8.012781e+002,9.690744e-002
8.017601e+002,9.950981e-002
8.022423e+002,1.022021e-001
8.027244e+002,1.049617e-001
8.032065e+002,1.077775e-001
8.036886e+002,1.106462e-001
8.041708e+002,1.135641e-001
8.046528e+002,1.165195e-001
8.051350e+002,1.194916e-001
8.056171e+002,1.224518e-001
8.060992e+002,1.253738e-001
8.065813e+002,1.282391e-001
8.070635e+002,1.310379e-001
8.075455e+002,1.337650e-001
8.080277e+002,1.364125e-001
8.085098e+002,1.389625e-001
8.089919e+002,1.413915e-001
8.094740e+002,1.436737e-001
8.099562e+002,1.457916e-001
8.104382e+002,1.477409e-001
8.109204e+002,1.495266e-001
8.114025e+002,1.511528e-001
8.118846e+002,1.526140e-001
8.123668e+002,1.538878e-001
8.128489e+002,1.549430e-001
8.133310e+002,1.557512e-001
8.138131e+002,1.563001e-001
8.142952e+002,1.566015e-001
8.147773e+002,1.566880e-001
8.152595e+002,1.566028e-001
8.157416e+002,1.563838e-001
8.162237e+002,1.560616e-001
8.167058e+002,1.556604e-001
8.171879e+002,1.552055e-001
8.176700e+002,1.547371e-001
8.181522e+002,1.543100e-001
8.186343e+002,1.539864e-001
8.191164e+002,1.538302e-001
8.195985e+002,1.538881e-001
